0at7088	FR990009.1	4472039	4588420
1at7088	FR989982.1	29719300	29811149
2at7088	FR989989.1	9046236	9148547
3at7088	FR989988.1	16116858	16231953
4at7088	FR990005.1	9637673	9784027
6at7088	FR989988.1	8589687	8718658
11at7088	FR989998.1	9544491	9621710
13at7088	FR989985.1	4477286	4517333
18at7088	FR989998.1	8524268	8564438
20at7088	FR989983.1	10091118	10109392
25at7088	FR989986.1	7118926	7133032
26at7088	FR989986.1	6161345	6216290
27at7088	FR989982.1	22336162	22395381
28at7088	FR989986.1	4810844	4856223
31at7088	FR990009.1	7259489	7296058
33at7088	FR989986.1	12683246	12720933
34at7088	FR989986.1	1685380	1734638
36at7088	FR990004.1	7762306	7779367
37at7088	FR989982.1	19965753	19992306
38at7088	FR990009.1	10082857	10111128
41at7088	FR989988.1	9767862	9806103
43at7088	FR989983.1	4687117	4740763
46at7088	FR989988.1	3681347	3727213
47at7088	FR989984.1	15028689	15087732
48at7088	FR989994.1	10357810	10407021
49at7088	FR989989.1	15583027	15652147
50at7088	FR989990.1	9450626	9490444
51at7088	FR989988.1	16916928	16945843
52at7088	FR989992.1	9507110	9547102
54at7088	FR989990.1	16567203	16582967
56at7088	FR989983.1	8339974	8400071
57at7088	FR989986.1	8929551	8950400
59at7088	FR989998.1	7195700	7229086
60at7088	FR989990.1	28032	52477
63at7088	FR989993.1	15795878	15835994
64at7088	FR989989.1	8651565	8676436
65at7088	FR990002.1	676428	1002726
66at7088	FR989995.1	4322341	4347020
68at7088	FR989982.1	10937626	11127556
69at7088	FR989999.1	4606896	4619279
70at7088	FR989990.1	13963158	13974401
72at7088	FR989984.1	10118789	10185908
74at7088	FR989997.1	9262419	9344923
78at7088	FR990000.1	426320	465877
83at7088	FR990009.1	8627390	8681532
84at7088	FR990000.1	6350416	6383136
86at7088	FR989991.1	7043724	7073163
88at7088	FR989986.1	10155864	10176042
96at7088	FR989982.1	13727968	13757362
101at7088	FR989982.1	14035389	14128832
103at7088	FR989994.1	10809608	10859624
105at7088	FR990009.1	7231720	7256138
106at7088	FR989991.1	4949081	4961855
112at7088	FR989984.1	10641675	10664777
113at7088	FR989982.1	14134320	14268050
116at7088	FR989986.1	13177631	13195154
122at7088	FR990001.1	8334387	8393362
123at7088	FR990000.1	11035409	11073570
126at7088	FR990001.1	4573992	4609421
127at7088	FR989994.1	5270340	5321144
128at7088	FR989989.1	598214	642576
133at7088	FR989991.1	4023595	4062294
136at7088	FR989986.1	5254598	5294259
137at7088	FR989993.1	8593482	8614303
138at7088	FR989991.1	12335897	12345674
139at7088	FR989996.1	15182786	15214575
140at7088	FR989997.1	4650187	4806255
145at7088	FR989994.1	10298385	10321916
148at7088	FR989999.1	10176021	10212587
155at7088	FR989992.1	15389277	15404728
158at7088	FR989998.1	4783183	4905905
159at7088	FR990000.1	8848167	8868229
160at7088	FR989987.1	8722664	8823684
163at7088	FR989990.1	6380845	6402106
173at7088	FR990001.1	5059296	5101249
177at7088	FR989991.1	5942602	5974958
179at7088	FR989988.1	4778937	4848489
183at7088	FR989988.1	7719658	7754148
184at7088	FR989992.1	672416	709505
186at7088	FR989989.1	8813720	8828569
190at7088	FR990009.1	1973576	2024013
193at7088	FR989997.1	15099593	15109622
196at7088	FR989988.1	13172083	13204483
200at7088	FR990004.1	12828662	12881822
201at7088	FR989983.1	14127101	14158223
204at7088	FR989985.1	7138200	7145396
206at7088	FR989984.1	7132610	7329328
207at7088	FR989991.1	13931151	13950479
208at7088	FR989985.1	8537856	8563470
210at7088	FR989985.1	9173819	9209224
211at7088	FR989989.1	11037590	11055792
212at7088	FR989982.1	20016228	20032387
215at7088	FR989999.1	4774894	4787721
220at7088	FR989995.1	9023878	9046645
231at7088	FR990004.1	7159743	7181914
232at7088	FR989989.1	9224769	9246869
235at7088	FR989986.1	14905485	14913688
236at7088	FR989985.1	14236616	14249436
242at7088	FR989987.1	13168704	13193709
246at7088	FR989998.1	11622182	11760875
248at7088	FR989994.1	10107247	10141888
250at7088	FR990004.1	5580220	5642950
251at7088	FR989984.1	10881778	10901078
254at7088	FR989989.1	4099704	4122240
258at7088	FR990010.1	1945104	1996829
259at7088	FR990009.1	4334697	4374417
263at7088	FR990006.1	7616477	7642954
266at7088	FR989982.1	20831980	20894929
270at7088	FR989982.1	21239571	21255647
271at7088	FR989997.1	5107379	5135009
273at7088	FR989992.1	15060275	15084357
274at7088	FR989995.1	13095436	13100762
278at7088	FR989986.1	7954632	7960349
281at7088	FR989989.1	5639128	5648471
288at7088	FR990008.1	4457280	4495139
296at7088	FR989982.1	17302490	17316923
302at7088	FR990009.1	2247485	2289868
303at7088	FR989986.1	9175863	9199421
307at7088	FR989992.1	6308359	6331762
311at7088	FR989996.1	9919022	9936353
315at7088	FR989993.1	15069063	15088073
316at7088	FR989990.1	6505838	6519172
318at7088	FR989988.1	12811388	12833392
321at7088	FR989982.1	13021712	13030524
322at7088	FR989992.1	14926875	14943091
324at7088	FR989985.1	10395557	10407198
325at7088	FR989997.1	651567	663734
326at7088	FR989986.1	15930168	15942050
327at7088	FR989991.1	14316934	14357846
328at7088	FR989999.1	14739763	14746099
332at7088	FR989985.1	8273206	8288716
335at7088	FR990010.1	189368	203740
338at7088	FR989991.1	8512087	8539627
340at7088	FR989996.1	15048084	15064483
342at7088	FR989987.1	15466990	15481383
345at7088	FR990007.1	3741406	3819597
350at7088	FR989989.1	9302019	9306720
353at7088	FR990009.1	7433341	7467069
354at7088	FR989993.1	6794139	6797918
355at7088	FR989993.1	14193637	14216581
356at7088	FR989992.1	10254447	10276500
357at7088	FR990006.1	348579	378362
360at7088	FR989982.1	21672876	21708956
363at7088	FR990004.1	1698479	1704289
366at7088	FR989997.1	7166119	7184847
367at7088	FR989983.1	7895374	7946246
375at7088	FR989993.1	5791257	5805423
380at7088	FR989995.1	3680932	3709326
382at7088	FR989999.1	14092438	14108214
383at7088	FR989989.1	9310674	9323479
384at7088	FR989985.1	11663103	11668778
385at7088	FR990000.1	8800876	8819804
386at7088	FR989997.1	9572618	9582246
389at7088	FR989982.1	23300030	23322514
391at7088	FR989982.1	14578879	14606745
392at7088	FR989984.1	10811985	10836666
