0at7088	HG992266.1	3685034	3791535
1at7088	HG992241.1	151688	241527
2at7088	HG992247.1	7841207	7924685
3at7088	HG992249.1	13518242	13641628
4at7088	HG992265.1	2486054	2609809
6at7088	HG992249.1	4093068	4194867
11at7088	HG992258.1	8730207	8793489
13at7088	HG992243.1	12769629	12797809
18at7088	HG992258.1	5155997	5189863
20at7088	HG992242.1	9174000	9191638
25at7088	HG992244.1	9930037	9942179
26at7088	HG992244.1	10767269	10803702
27at7088	HG992241.1	6338728	6398547
28at7088	HG992244.1	11943798	11984146
31at7088	HG992266.1	6091436	6122466
33at7088	HG992244.1	5173059	5199565
34at7088	HG992244.1	14496898	14524996
36at7088	HG992261.1	5261749	5278017
37at7088	HG992241.1	8604042	8632356
38at7088	HG992266.1	8452848	8477627
41at7088	HG992249.1	7684735	7713300
43at7088	HG992242.1	3983950	4014756
46at7088	HG992249.1	342193	379355
47at7088	HG992246.1	12632777	12669366
48at7088	HG992254.1	8617621	8650348
49at7088	HG992247.1	13070213	13130869
50at7088	HG992245.1	7589842	7629426
51at7088	HG992249.1	13042344	13067876
52at7088	HG992252.1	7833665	7860676
54at7088	HG992245.1	4982670	4996724
56at7088	HG992242.1	7395207	7425882
57at7088	HG992244.1	8264302	8285118
59at7088	HG992258.1	6064748	6097827
60at7088	HG992245.1	15792596	15817155
63at7088	HG992253.1	13018225	13059208
64at7088	HG992247.1	7493355	7511008
65at7088	HG992262.1	469698	727355
66at7088	HG992251.1	10467867	10483308
68at7088	HG992241.1	16668570	16785875
69at7088	HG992257.1	3660998	3674470
70at7088	HG992245.1	2781763	2792916
72at7088	HG992246.1	8775580	8850579
74at7088	HG992255.1	7988872	8069197
78at7088	HG992259.1	2981439	3013959
83at7088	HG992266.1	7260122	7302691
84at7088	HG992259.1	5003613	5024409
86at7088	HG992250.1	5643707	5665805
88at7088	HG992244.1	7202762	7222585
96at7088	HG992241.1	15238788	15271759
101at7088	HG992241.1	15839074	15933852
103at7088	HG992254.1	8983527	9073757
105at7088	HG992266.1	6060841	6086118
106at7088	HG992250.1	3993155	4006342
112at7088	HG992246.1	9254234	9273908
113at7088	HG992241.1	15939216	16024257
116at7088	HG992244.1	4762884	4774357
122at7088	HG992260.1	5984871	6029998
123at7088	HG992259.1	8981691	9006890
126at7088	HG992260.1	1686206	1722572
127at7088	HG992254.1	8048065	8091677
128at7088	HG992247.1	425517	461071
133at7088	HG992250.1	410644	446482
136at7088	HG992244.1	11533465	11566981
137at7088	HG992253.1	524269	543079
